listKey,listTitle,expectedField,actualField,driftType,severity,requirement,judgement,notes,evidenceSource
activity_diary,ActivityDiary,Category,Category,match,ok,essential,no-action,,live-probe
activity_diary,ActivityDiary,Date,Date,match,ok,essential,no-action,,live-probe
activity_diary,ActivityDiary,Shift,Shift,match,ok,essential,no-action,,live-probe
activity_diary,ActivityDiary,UserID,UserID,match,ok,essential,no-action,,live-probe
activity_diary,ActivityDiary,Goals,Goals_x0020_JSON,fuzzy_match,info,optional,rename-migrate,_xNNNN_ encoding (SharePoint space/special-char transform).,live-probe
activity_diary,ActivityDiary,LunchAmount,LunchAmount,match,ok,optional,no-action,,live-probe
activity_diary,ActivityDiary,Notes,Notes,match,ok,optional,no-action,,live-probe
activity_diary,ActivityDiary,ProblemBehavior,ProblemBehavior,match,ok,optional,no-action,,live-probe
activity_diary,ActivityDiary,Seizure,Seizure,match,ok,optional,no-action,,live-probe
activity_diary,ActivityDiary,,_ColorHex,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_CommentFlags,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_DraftOwnerId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_EditMenuTableEnd,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_EditMenuTableStart,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_EditMenuTableStart2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_Emoji,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_IsCurrentVersion,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_Level,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_ModerationComments,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_ModerationStatus,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_RansomwareAnomalyMetaInfo,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_UIVersion,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_VirusInfo,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_VirusStatus,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,_VirusVendorID,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,AccessPolicy,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,BaseName,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,ContentVersion,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Created_x0020_Date,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,EncodedAbsUrl,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,File_x0020_Type,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,FileDirRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,FileLeafRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,FileRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,FSObjType,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON16,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON17,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON18,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON19,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON20,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON21,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON22,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON23,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON24,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON25,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON26,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON27,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON28,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON29,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON30,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON31,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON32,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON33,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON34,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON35,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON36,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON37,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON38,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON39,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON40,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON41,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON42,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON43,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Goals_x0020_JSON9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,HTML_x0020_File_x0020_Type,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Last_x0020_Modified,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,LinkFilename,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,LinkFilename2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,LinkFilenameNoMenu,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,LinkTitle2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount16,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount17,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount18,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Lunch_x0020_Amount9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,MainLinkSettings,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,NoExecute,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,OriginatorId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,owshiddenversion,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,ParentUniqueId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,PermMask,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,PrincipalCount,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior16,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior17,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior18,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Problem_x0020_Behavior9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,ProgId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,Restricted,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SelectTitle,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,ServerUrl,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SMLastModifiedDate,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SMTotalFileCount,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SMTotalFileStreamSize,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SMTotalSize,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SortBehavior,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,SyncClientId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID16,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID17,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID18,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID19,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID20,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID21,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID22,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID23,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID24,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID25,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID26,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID27,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID28,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID29,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID30,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID31,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID32,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID33,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID34,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID35,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID36,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID37,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID38,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID39,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID40,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID41,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID42,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
activity_diary,ActivityDiary,,User_x0020_ID43,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
