listKey,listTitle,expectedField,actualField,driftType,severity,requirement,judgement,notes,evidenceSource
attendance_daily,AttendanceDaily,,Evening_x0020_Note14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Evening_x0020_Note9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,File_x0020_Type,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,FileDirRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,FileLeafRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,FileRef,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,FSObjType,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,HTML_x0020_File_x0020_Type,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Last_x0020_Modified,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,LinkFilename,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,LinkFilename2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,LinkFilenameNoMenu,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,LinkTitle2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,MainLinkSettings,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Next_x0020_Scheduled_x0020_Date9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,NoExecute,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,OriginatorId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,owshiddenversion,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,ParentUniqueId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,PermMask,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,PrincipalCount,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,ProgId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Provided_x0020_Minutes9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Record_x0020_Date9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Restricted,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SelectTitle,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,ServerUrl,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SMLastModifiedDate,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SMTotalFileCount,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SMTotalFileStreamSize,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SMTotalSize,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SortBehavior,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x002,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0020,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0021,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x00210,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x00211,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x00212,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x00213,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0022,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0023,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0024,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0025,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0026,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0027,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0028,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Staff_x0020_in_x0020_Charge_x0029,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,SyncClientId,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Metho9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From_x0020_Note9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_From9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method0,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method1,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method10,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method11,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method12,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method13,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method14,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method15,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method2,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method3,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method4,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method5,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method6,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method7,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method8,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Method9,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
attendance_daily,AttendanceDaily,,Transport_x0020_To_x0020_Note,zombie_candidate,info,unknown,zombie-candidate,Present in snapshot but no SSOT counterpart (coverage=full).,live-probe
