ListName,InternalName,DisplayName,TypeAsString,Hidden,ReadOnly,FromBaseType,Indexed,Classification,Reason,RecommendedAction
Iceberg_Analysis,ContentTypeId,コンテンツ タイプの ID,ContentTypeId,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,Title,タイトル,Text,false,false,true,false,keep_system,FromBaseType=true,KEEP
Iceberg_Analysis,_ModerationComments,承認者のコメント,Note,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,File_x0020_Type,ファイルの種類,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,_ColorHex,色,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,_ColorTag,色タグ,Text,false,true,true,false,keep_system,"ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,_Emoji,絵文字,Text,true,true,true,false,keep_system,"Hidden=true, ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,ComplianceAssetId,コンプライアンス資産 ID,Text,false,true,true,false,keep_system,"ReadOnly=true, FromBaseType=true",KEEP
Iceberg_Analysis,EntryHash,EntryHash,Text,false,false,false,true,keep_ssot,Exact match with SSOT or candidates,KEEP
Iceberg_Analysis,SessionId,SessionId,Text,false,false,false,true,keep_ssot,Exact match with SSOT or candidates,KEEP
Iceberg_Analysis,UserId,UserId,Text,false,false,false,true,keep_ssot,Exact match with SSOT or candidates,KEEP
Iceberg_Analysis,PayloadJson,PayloadJson,Note,false,false,false,false,keep_ssot,Exact match with SSOT or candidates,KEEP
Iceberg_Analysis,SchemaVersion,SchemaVersion,Number,false,false,false,false,keep_ssot,Exact match with SSOT or candidates,KEEP
Iceberg_Analysis,UpdatedAt,UpdatedAt,DateTime,false,false,false,false,keep_ssot,Exact match with SSOT or candidates,KEEP
